Student_ID,Full_Name,CGPA,Soft_Skills_Score,Technical_Skills,Leadership_Score,Experience_Years,No_of_Internships,Projects,Live_Backlogs,No_of_Certifications,Programming_Language,Gender,Branch,Year_of_Passing,Placement_Status,Company_Name
S1903,Emma Miller,5.907177175448987,1.0001047127982954,1.908313825598898,2.9935873376042768,1.421284470826857,0,7,3,4,Python,Female,ECE,2020,Not Placed,None
S1904,Jane Davis,7.91520780484846,4.749092456340629,5.174377192862819,4.1447172938652574,0.5619046210619327,2,0,2,0,C++,Female,ECE,2021,Not Placed,None
S1905,David Jones,7.107122752962489,5.702591629770296,7.335740909633666,3.168849218309478,2.1282792838246563,3,5,3,0,JavaScript,Male,ME,2020,Not Placed,None
S1906,John Miller,9.463358555384875,1.4917097800087507,7.384045972124315,2.746611656980323,1.1636224825315202,1,1,1,1,C#,Male,IT,2021,Not Placed,None
S1907,Alex Jones,9.087217808692206,9.757703466750996,11.01348777085574,7.445333674443736,2.2109714511535783,4,5,1,4,Java,Female,EEE,2023,Placed,Oracle
S1908,Mike Miller,6.70908675848938,3.0351279812470473,7.773881921385581,5.752763688679501,1.0758124301514163,2,6,0,0,Python,Male,EEE,2021,Placed,Microsoft
S1909,Mike Smith,6.297117167156463,3.7377884767265277,2.8884997047757177,3.275323163014093,0.7077644622564205,0,0,2,4,Java,Female,EEE,2022,Not Placed,None
S1910,Jane Jones,6.898462040836335,3.735482610295246,8.220063707910677,5.5808534457547925,1.553276127701746,1,2,0,1,Java,Male,ECE,2021,Not Placed,None
S1911,David Miller,7.951474712574038,3.073749959056149,7.089201025721014,6.1622324157030075,0.6222719547147346,0,3,1,4,C#,Male,IT,2022,Not Placed,None
S1912,John Miller,6.340318204114381,1.0132643987768026,5.570798951479539,3.978287327251288,0.8019893501236275,0,7,2,2,C#,Female,EEE,2023,Not Placed,None
S1913,Mike Miller,8.12074453924567,7.564103146791967,6.961109231136026,5.466742755484416,0.030292384626499358,0,0,0,1,C#,Male,ME,2021,Not Placed,None
S1914,Lisa Miller,7.047058260956202,9.701609498193568,10.44257530946389,8.40554482721475,0.9878970087570634,3,5,0,4,C#,Female,EEE,2020,Placed,IBM
S1915,Mike Brown,7.760235904259901,3.0186413495654056,7.990385791196578,6.956193145794793,1.7125297619621995,3,0,0,0,JavaScript,Female,CS,2022,Placed,Amazon
S1916,Alex Williams,7.180632645676583,6.967424726230802,7.256011001299435,5.603457220490926,2.075465351595816,4,0,0,3,C++,Male,IT,2023,Placed,Microsoft
S1917,Mike Davis,6.472328797709588,7.677066942628436,7.123081639710599,5.535259976047383,1.123901405176749,1,0,0,3,C#,Male,CS,2020,Not Placed,None
S1918,Jane Williams,9.742266534810783,8.635828411814723,5.101724089143787,4.059614371643317,0.7149650544134161,2,2,2,1,Python,Male,IT,2022,Placed,Amazon
S1919,Emma Williams,8.818028970798803,4.803662773122483,8.039432733195794,6.647701522626766,1.1681081428667524,2,7,0,3,Java,Female,ME,2023,Placed,Oracle
S1920,Emma Williams,5.700565878832263,3.726378150763863,5.071734863622739,6.630528072821512,1.0326421495447846,2,4,2,2,C#,Male,ECE,2023,Not Placed,None
S1921,Mike Miller,9.342339879489565,3.92765620620728,5.349009737916093,5.393816570300311,0.7434920160526325,0,4,0,1,Python,Male,ECE,2020,Placed,Amazon
S1922,Emma Wilson,7.437155991247568,7.413591997886615,4.732764030432081,7.254921951323859,2.0554935518311415,3,0,1,0,JavaScript,Male,IT,2023,Placed,Amazon
S1923,David Miller,9.472761134470456,8.351015198550725,5.432972498810396,5.040980225977519,1.4137921579879777,1,2,1,0,Python,Male,EEE,2021,Placed,Facebook
S1924,Jane Williams,8.999276279736577,2.6345257098094237,7.021975086387595,7.22991319439387,0.12598425208373842,0,2,0,1,Python,Female,CS,2023,Not Placed,None
S1925,Alex Brown,7.126067522346167,4.338469073419887,7.637204412180688,5.31080562011407,2.0854637966618466,3,6,3,3,JavaScript,Male,ME,2022,Not Placed,None
S1926,Emma Davis,5.112346541600587,9.11746177074235,8.652136196338272,3.005973273478511,1.4576507267247354,3,0,1,3,JavaScript,Female,EEE,2022,Not Placed,None
S1927,Mike Miller,6.34338679692473,8.260241677252653,5.440795733190717,5.254246565862804,1.3657932173289977,1,5,2,0,Java,Male,ECE,2022,Not Placed,None
S1928,Emma Williams,7.708171073304335,9.863725624862283,8.48820380512233,5.042450446150292,0.4600588468965282,1,5,0,2,C#,Male,EEE,2021,Placed,Microsoft
S1929,Alex Williams,8.167391099130736,7.788234337138727,7.87700250491495,2.621072295565839,1.256079288560572,1,1,2,3,Python,Male,CS,2020,Not Placed,None
S1930,Alex Wilson,6.2894384271660115,4.5387568092513,3.7256717416358045,5.7400796996348085,0.3544890264141869,0,7,3,2,C++,Female,ECE,2021,Not Placed,None
S1931,John Williams,5.69678037036412,6.31574050595174,8.471619183185599,4.704667144315437,1.6575713457113972,4,0,0,3,C++,Female,IT,2021,Placed,Facebook
S1932,Alex Davis,9.174651183996495,6.949128288225882,7.8815585996599395,6.5745649310146845,0.2752943051231566,1,1,1,1,Java,Male,ME,2021,Placed,Microsoft
S1933,Sarah Jones,9.92201090351776,1.7061023468541157,5.8929165825035374,4.917308292733598,1.227415956895714,4,5,2,4,C++,Female,ME,2023,Placed,Oracle
S1934,David Williams,7.628450911513429,5.900472631934786,7.802248532213424,3.5161100292380043,0.13812073968542965,0,5,1,0,Java,Female,ECE,2020,Not Placed,None
S1935,Alex Wilson,5.858396429241518,7.383887456253486,8.344842656981807,7.498878799084306,1.3596162594073877,4,0,1,1,C#,Male,IT,2023,Placed,Oracle
S1936,Emma Miller,6.361536632596845,2.505891736009543,4.028108406246706,4.2385257728027455,0.6500271350364835,2,1,0,3,Java,Male,CS,2021,Not Placed,None
S1937,Alex Wilson,5.0919533827373336,8.025685456830015,4.700153301639119,5.5751138481685265,2.037865039929343,4,1,2,0,JavaScript,Male,ME,2022,Not Placed,None
S1938,Alex Brown,9.571494032802494,6.253955024627005,2.9829202725045745,4.658572498909646,0.29355985331382906,1,0,3,4,JavaScript,Male,ECE,2021,Not Placed,None
S1939,John Jones,5.588755414450706,9.569996071278352,6.007351986062181,5.522759477883914,0.926610750937497,0,7,1,4,JavaScript,Male,ME,2020,Placed,Facebook
S1940,Mike Davis,7.882582377571268,1.3818006838620254,7.046259335494948,7.275167644242516,0.4610617462383614,1,6,0,3,JavaScript,Male,IT,2022,Placed,Facebook
S1941,David Johnson,6.37027610343603,3.3879352379992027,6.624840127429875,5.865781915922186,1.9177421857668453,2,1,0,0,JavaScript,Female,CS,2020,Not Placed,None
S1942,Jane Davis,7.770890012578967,6.413984913698417,4.789278931417804,4.244785088756755,1.6496411096647814,1,6,3,3,JavaScript,Male,IT,2021,Not Placed,None
S1943,John Miller,8.257101941759322,3.669039209853376,8.5944669963007,6.8758873595963985,0.5882546537814439,1,3,0,4,JavaScript,Male,EEE,2020,Placed,Facebook
S1944,David Wilson,9.148709018536008,7.42981747664118,7.255267573624822,4.501086183022598,1.1716319473345442,1,7,1,1,JavaScript,Male,IT,2023,Placed,Oracle
S1945,Jane Smith,6.032106358803016,7.831047542697379,6.124667352976524,6.3363726912046525,0.7920079792086876,3,5,0,1,JavaScript,Male,IT,2022,Placed,Oracle
S1946,Jane Johnson,5.054979143292402,1.9226436765982702,4.3768645580749395,6.356128271333592,1.8976828145767612,2,4,2,2,C#,Female,ME,2020,Not Placed,None
S1947,David Wilson,5.684428150344036,5.624690177860909,6.258545098189607,5.419634769924924,1.0344809622875646,1,7,2,4,JavaScript,Female,IT,2022,Not Placed,None
S1948,Mike Miller,9.500093209240525,5.580015000319503,7.409781876997441,7.346847824230941,0.3148347271266685,1,6,1,4,Java,Female,ECE,2022,Placed,Apple
S1949,Jane Miller,9.369450387812577,4.3235269319398695,5.617331670403735,5.869173473989036,0.7637499895122061,1,6,2,3,C#,Male,ME,2021,Not Placed,None
S1950,Sarah Smith,7.987065510851542,9.396323763127048,3.7943902521908086,5.96681615357762,0.1152741927918513,0,6,3,2,C++,Male,ME,2021,Not Placed,None
S1951,Alex Miller,8.002584302168266,8.44755687885899,9.69273568695774,8.191755107131538,1.3394166590600398,3,2,0,2,Python,Female,EEE,2022,Placed,Facebook
S1952,David Williams,8.325183372731278,7.274884437186731,9.406039955737509,4.4927642527589695,1.0048895132419846,0,7,1,0,C#,Female,ECE,2020,Placed,IBM
S1953,Alex Smith,5.876856393117248,7.428939721614978,4.867517080692716,3.066335790552264,1.4548348620621594,3,1,3,3,JavaScript,Male,IT,2022,Not Placed,None
S1954,Lisa Smith,9.5720597296248,5.1554452943180715,6.607770052522426,5.422005472576247,0.8255832620791816,1,1,0,1,C#,Male,EEE,2021,Placed,IBM
S1955,Alex Davis,7.093852624460366,9.288950689869182,6.328225621901339,5.562791396243367,0.6787355683106973,2,2,3,0,Python,Male,ECE,2020,Not Placed,None
S1956,Jane Williams,6.915692641247487,7.251358845279569,8.752522909088452,4.659570809806544,1.3674085685404844,4,1,1,2,Python,Male,EEE,2022,Placed,Amazon
S1957,Emma Miller,7.594588526414188,7.560829554902348,7.321573527691435,3.6793569151077983,1.1502149316075267,4,2,1,1,JavaScript,Male,CS,2021,Placed,Google
S1958,John Jones,5.234829833875275,8.755218134086107,7.314717769409391,3.757292360634689,1.461248097484991,1,6,3,4,JavaScript,Female,IT,2022,Not Placed,None
S1959,Emma Smith,5.8314168437803975,3.4666443040797192,5.127453174147089,6.177014023740646,0.20285974197708384,0,0,0,3,Java,Male,EEE,2022,Not Placed,None
S1960,Lisa Miller,8.690168082131851,8.263638134800328,7.57628800299982,6.783311484709516,1.3930600498233403,2,7,2,2,Python,Female,CS,2022,Placed,Facebook
S1961,Alex Davis,5.413993339625632,2.7571654266084282,6.586151068914457,4.2910417975448105,1.2641106203832688,3,3,2,4,JavaScript,Male,IT,2020,Not Placed,None
S1962,Mike Wilson,8.01576054733194,4.1080775702039904,7.687418228266639,3.1789680075266307,0.5889675769827752,1,6,3,2,Python,Female,EEE,2021,Not Placed,None
S1963,Lisa Jones,6.226745548406605,4.020494088428585,7.526363124869922,4.259202156879017,1.4592026592381555,2,3,1,1,Java,Female,EEE,2021,Not Placed,None
S1964,Alex Brown,6.946478070209883,9.806729215502266,5.980617589539776,4.577126513687938,1.185503464065411,2,5,0,0,C++,Female,EEE,2023,Placed,Google
S1965,David Jones,6.443468683853499,8.708835013731342,7.891711627676919,4.66357433925022,1.3502182009268386,3,6,0,1,Python,Male,EEE,2022,Placed,Google
S1966,Alex Jones,6.7783635823247455,7.310528754312338,7.12011252762978,7.394504079919791,1.3892780073383324,2,4,1,3,Java,Male,ME,2022,Placed,Amazon
S1967,Lisa Williams,8.595229525921226,7.5435108545385114,4.587889136049557,6.659776560882496,0.7369014427350011,0,1,2,3,Java,Male,EEE,2023,Not Placed,None
S1968,Lisa Miller,6.485608578115875,6.05865514962314,7.257656337528441,3.492772674300673,0.45522631282734116,0,4,0,2,Java,Female,ME,2022,Not Placed,None
S1969,Sarah Miller,7.8320232014844855,9.523816003976671,6.362247721799955,2.085374357088721,0.8385919316478775,0,0,3,1,C#,Female,ME,2020,Not Placed,None
S1970,Jane Johnson,7.380252010995498,5.466328775941254,7.178043231077975,4.100658921373114,1.5042478648260418,2,3,2,0,JavaScript,Male,CS,2023,Not Placed,None
S1971,David Smith,8.31835582681324,4.424659388829051,7.905013491929638,4.423099876677869,0.04003973788028142,0,7,3,3,Python,Female,IT,2021,Not Placed,None
S1972,Mike Miller,9.68414869662379,2.467318032384319,6.3091107900552545,4.285849595926734,1.448807593361513,3,6,2,0,C#,Female,ME,2022,Placed,Google
S1973,David Jones,8.662860486051251,8.075850870349523,10.149366600203855,5.426358273464737,0.5865249268753157,2,7,1,4,Python,Female,ECE,2021,Placed,Oracle
S1974,Emma Williams,6.074701892953784,7.609995388680323,7.3606612506276905,3.535705346451524,1.2796081211021666,4,0,3,2,C#,Female,ME,2022,Not Placed,None
S1975,Mike Wilson,5.1559156753064235,4.459195346717214,3.6966369482294033,4.963442894957121,1.3407631011169596,2,0,3,0,JavaScript,Male,ECE,2023,Not Placed,None
S1976,Emma Brown,6.311320221499125,1.2267407256330642,6.700876589005765,5.517423333706052,2.049283372898371,3,1,1,2,Java,Female,CS,2021,Not Placed,None
S1977,David Brown,7.975389653501274,8.550975949462096,4.747859606137175,5.719480447333833,2.3242085187827275,4,0,3,4,Python,Male,ECE,2022,Not Placed,None
S1978,Jane Wilson,5.257129067421252,1.1027618510866626,6.758260939723193,3.9338930251006134,0.6049160152079469,2,6,2,0,Java,Female,CS,2020,Not Placed,None
S1979,Emma Jones,7.481831236006181,7.333298016661459,7.591525109449098,7.525707609543522,0.6286576294300599,0,6,0,0,JavaScript,Female,CS,2023,Placed,Google
S1980,John Brown,7.984214244584447,9.732313987534514,7.370674431265435,8.335001845703712,1.124509724506827,1,7,0,4,Python,Male,CS,2022,Placed,Oracle
S1981,Alex Wilson,6.671219454084804,4.938951953333831,7.34036598669543,3.7122319872309903,0.4706048568255151,1,7,1,1,C++,Female,ECE,2022,Not Placed,None
S1982,Jane Miller,8.85456101872911,3.114760644963575,5.670099682051111,2.93031294125112,1.1481483251171576,0,3,2,0,C++,Male,ECE,2022,Not Placed,None
S1983,John Johnson,5.532991265668859,7.343839090390436,3.9802912079842496,4.451341629592946,1.3663528876558582,1,6,3,0,C++,Male,CS,2023,Not Placed,None
S1984,Alex Smith,5.375688908679043,8.354153278140267,2.8148770324307733,2.27193297788192,1.605011520560192,1,4,3,3,JavaScript,Male,CS,2022,Not Placed,None
S1985,Jane Williams,8.640943781018017,5.917872844700626,6.770951581097493,5.163799007228983,0.012729018125164526,0,3,0,1,C++,Male,IT,2022,Placed,Oracle
S1986,Sarah Smith,7.477456581030992,9.703317477305315,5.064431417357795,4.369078194817133,0.325026365983504,0,1,3,0,Python,Male,CS,2021,Not Placed,None
S1987,Alex Smith,8.44201198213868,1.46501849492165,8.900718915367047,5.634328046805095,1.7407800713679826,2,3,0,4,C++,Male,EEE,2021,Placed,IBM
S1988,Emma Jones,7.174136693018731,5.543160384740753,8.463386072113739,4.355595181163344,1.5058700762404031,2,2,1,2,Python,Male,IT,2023,Not Placed,None
S1989,Jane Wilson,6.2320101661955345,7.466085525902951,5.46973355258824,4.559824921649175,1.341584780547736,0,7,3,4,JavaScript,Female,IT,2023,Not Placed,None
S1990,Mike Davis,9.095511588370998,8.76376424034261,8.946617216590226,7.973667756434675,0.8357694817953998,3,4,2,1,Java,Male,IT,2020,Placed,Oracle
S1991,David Brown,8.997079394844896,2.6133005071701105,5.783486993074577,3.493717236560312,1.1454459485746642,1,7,3,3,C#,Female,EEE,2022,Not Placed,None
S1992,David Miller,8.473482354272134,8.200031335873133,9.052570746136979,6.693741763747367,1.3535698623405112,2,2,0,3,C++,Female,IT,2021,Placed,Google
S1993,David Williams,6.360725686149813,5.974363681466907,4.540490707232088,2.6445875268308816,0.30351162454079855,1,2,1,3,C#,Female,IT,2021,Not Placed,None
S1994,John Jones,7.9511533343454355,4.568983137909669,8.151471686079283,4.537424057331077,1.7702831153687253,4,5,0,4,Java,Male,ECE,2022,Placed,Microsoft
S1995,Mike Wilson,6.804869484700134,2.185435257211842,5.05883573973013,4.048733099674172,0.9142804669648863,0,6,3,2,JavaScript,Male,ECE,2022,Not Placed,None
S1996,David Jones,5.457910366633171,8.787661830180213,5.325569897385152,3.937138219071583,1.0369397613031608,3,1,0,2,JavaScript,Female,CS,2023,Placed,Facebook
S1997,David Davis,9.586567877311214,2.415458873617438,9.023873432493097,3.8960590079007362,1.4099943746869945,4,0,0,0,Java,Male,CS,2020,Placed,Facebook
S1998,Alex Wilson,5.684093154594807,3.7880907328818934,8.351872159193759,3.82928499159548,1.9605210194466056,4,2,1,2,C#,Female,ME,2020,Placed,Google
S1999,Sarah Davis,9.751186769104013,3.610409787661932,7.049948600053144,6.012953222704561,1.7024514213999375,4,3,2,2,C++,Female,EEE,2023,Placed,Amazon
S2000,Alex Smith,7.230028864789778,8.842726307717689,4.50277463842065,4.906930396037327,1.2870204863524903,0,0,3,0,Python,Female,ECE,2023,Not Placed,None
S2001,Lisa Davis,5.925664644193098,7.054326947880082,8.094662379480658,3.7635863039526276,1.0135726490137826,2,3,1,4,JavaScript,Male,CS,2021,Not Placed,None
S2002,Mike Miller,7.709504736891791,8.170132574722352,7.724279266984227,5.840813347447458,0.39998948758230174,0,7,2,4,Java,Female,EEE,2023,Not Placed,None
S2003,Alex Williams,9.364729179382042,3.254211089132491,6.666168073503465,4.36457809797983,1.977298910517264,2,3,0,1,C#,Male,IT,2020,Placed,Microsoft
S2004,David Jones,8.661124432047806,6.6238668964629905,6.643016523199909,6.188760947136272,2.366703655195125,4,0,2,4,C++,Female,EEE,2021,Placed,Amazon
S2005,Jane Wilson,9.03280573930725,6.145713848293738,9.143028652887782,5.846366438987406,1.0434891174984697,4,0,0,3,C#,Male,ECE,2020,Placed,Amazon
S2006,Sarah Brown,8.293916833553586,8.495473391094439,9.43953618360062,7.445313271741208,1.906092922959849,3,6,0,3,C++,Female,ME,2022,Placed,Google
S2007,John Davis,8.461382822589263,9.154783544331345,6.159412120578217,8.0585992928091,0.6655021607378044,2,3,1,1,Python,Male,ECE,2020,Placed,Apple
S2008,David Smith,9.245978257826597,1.1094109432964814,6.930858576954372,7.8677850844359805,1.0412277922440565,4,1,0,2,Python,Female,CS,2021,Placed,Google
S2009,Emma Davis,6.248340044295929,7.066179271529134,8.60109360750732,3.0512484487333267,0.6605432739495234,1,6,1,1,Java,Male,CS,2020,Placed,IBM
S2010,John Davis,7.447124818215702,1.4665221920775613,7.506641276551695,6.928134634193819,1.1540188185916564,3,4,2,0,Java,Male,EEE,2021,Placed,Apple
S2011,Alex Davis,6.106047209098011,5.939727985696203,7.504612123501335,2.4040383869842605,1.228978143520447,0,5,2,1,C++,Male,ECE,2021,Not Placed,None
S2012,Mike Davis,9.938340039983235,3.588694561393104,9.810849469376386,8.45076781550863,1.8160008689142528,3,4,0,1,C++,Female,CS,2023,Placed,Oracle
S2013,John Brown,9.720296698433067,3.760989395699271,8.211436629594584,3.938560359041349,1.7224141409980214,1,1,1,3,C++,Female,IT,2020,Not Placed,None
S2014,John Wilson,5.197134056842529,4.176626531071209,6.1148638522835235,5.120416280517209,1.5672693504677278,2,6,0,0,C++,Female,IT,2023,Placed,Microsoft
S2015,David Miller,8.527875862578442,6.591632041446491,8.209644406786369,3.5610984671096526,0.6273833298840719,0,5,1,0,Python,Male,ME,2023,Placed,Apple
S2016,Jane Johnson,9.62624158707833,4.006449691018923,4.807720826815477,3.6406911538240863,1.0483914914178252,0,6,1,1,Java,Male,EEE,2020,Placed,Google
S2017,Mike Miller,5.902876725636668,7.594291455312524,6.926501817149139,5.900383618186461,1.9991886007796031,2,0,1,0,Java,Female,CS,2021,Not Placed,None
S2018,Jane Johnson,7.839726152763147,4.640746470164827,6.924585265178932,7.445004444390966,1.8152128238437921,3,5,2,0,JavaScript,Female,ME,2022,Placed,Google
S2019,Alex Smith,9.57744148794021,1.6151788027896274,8.034630227567508,6.982249417248893,2.1425220339704776,4,7,1,4,Java,Male,IT,2020,Placed,Amazon
S2020,Jane Brown,5.169729892928994,8.053838582356965,7.914540699821767,5.929900766434942,2.1575475227853893,3,3,2,0,Java,Female,ME,2023,Not Placed,None
S2021,Alex Miller,8.4871013362342,3.571824921334354,7.95719165966249,6.186980752376941,0.420476891967525,1,4,1,2,C#,Male,ME,2023,Not Placed,None
S2022,Jane Davis,6.486745036862754,4.894901916393364,4.857512483052865,4.343385992368844,2.0571764401715904,4,5,2,0,C#,Male,CS,2021,Placed,Google
S2023,David Brown,9.621980976882652,7.168994948997113,7.566317682428021,3.405748733769456,2.0262089369511735,3,3,3,3,JavaScript,Male,CS,2023,Placed,Oracle
S2024,John Wilson,9.85529122582684,3.992105414338408,6.503892018495014,3.2263317282929522,1.9315679003313395,2,6,2,4,C++,Female,CS,2022,Placed,IBM
S2025,David Davis,9.72133244556717,1.5092709053204407,4.938319565753366,3.682824935168924,0.566453934567549,1,1,2,3,JavaScript,Male,EEE,2023,Not Placed,None
S2026,David Johnson,7.371071083287319,4.365289423115322,8.60111365865769,4.309670484504721,1.0058935115863663,1,5,0,3,JavaScript,Female,ME,2021,Placed,Google
S2027,Mike Davis,9.310213254946568,9.50003724424873,6.761642094924136,3.822531714627326,1.2708322714667228,1,3,1,2,Python,Male,ME,2020,Placed,Facebook
S2028,Lisa Brown,9.22274699267535,6.775609575687024,9.84015215703181,4.493147634448076,1.3712015942520062,4,6,3,4,Java,Female,EEE,2021,Placed,Facebook
S2029,Emma Miller,6.595502366216278,7.043312338004863,5.710490626151155,3.811581546878591,0.9007092948754111,0,6,0,1,Python,Female,IT,2023,Placed,Amazon
S2030,Sarah Brown,9.144577370753387,6.690539382738758,9.970078860765257,8.671845185033453,1.386368173746999,4,6,1,0,Java,Male,ECE,2021,Placed,Apple
S2031,Sarah Jones,5.185038173577463,2.7909292506349312,5.237927392079774,2.2021115796399053,1.250185530797471,3,1,3,2,JavaScript,Male,IT,2023,Not Placed,None
S2032,John Wilson,7.981349392410265,4.765004776920521,3.1124575847695812,3.8429051869095243,0.6622780447662976,0,0,3,2,Java,Male,EEE,2021,Not Placed,None
S2033,John Miller,6.150044186438516,7.758458185269864,4.827622555753212,4.960379807630243,1.5437851481198503,3,1,3,1,C++,Male,ME,2020,Not Placed,None
S2034,Alex Davis,5.6028344288863945,1.9123560779784323,5.749454288413527,3.878740729566224,0.674048807437726,0,1,1,2,C++,Female,ME,2023,Not Placed,None
S2035,Emma Wilson,5.384766008146046,3.5006749848074104,7.626751706150213,3.257396490755025,1.7397932796818938,4,7,3,1,JavaScript,Female,CS,2022,Not Placed,None
S2036,Mike Williams,8.4814438793907,3.4868719761926825,4.547869562648729,3.5389289411476748,0.697883134432439,1,4,3,1,C#,Female,CS,2022,Not Placed,None
S2037,Sarah Williams,6.699374818840331,4.888170348350554,7.783585769046239,3.781204813483588,0.7384476410339459,2,6,0,1,C++,Female,ME,2022,Placed,Apple
S2038,Lisa Davis,8.623833857643808,9.823318668479665,4.6122555416498345,4.677198493752737,0.32102496599025915,1,3,2,2,JavaScript,Female,ME,2022,Not Placed,None
S2039,David Miller,5.326781703994712,1.6075229201543975,5.565831080961203,3.9277418220767712,1.2939680837375016,4,5,1,1,Python,Male,CS,2023,Placed,Facebook
S2040,John Brown,6.576451689153052,5.668308949425355,5.130215785487117,4.554860943914284,0.8729154622586746,0,4,2,2,C#,Male,CS,2023,Not Placed,None
S2041,Emma Miller,7.697456461876686,2.614282138109894,5.264191535263385,6.353456351387786,1.4291731717046985,1,6,0,4,C++,Female,IT,2020,Placed,IBM
S2042,John Williams,8.953615824194818,9.736088908687698,9.720590134585255,6.285535956903388,1.2538713961643417,4,2,2,1,JavaScript,Male,ME,2021,Placed,Microsoft
S2043,Jane Miller,6.59376251466035,2.019731542547178,5.9199708658450865,3.8221544599767,0.9128330366589728,3,1,3,2,JavaScript,Male,ME,2023,Not Placed,None
S2044,Alex Wilson,8.129456882185046,4.632409021254321,7.4916020351594526,3.958781967130882,1.6239355408238754,2,2,3,2,Python,Male,EEE,2022,Not Placed,None
S2045,Jane Davis,9.429888741180935,7.6409648635114555,8.784634263944264,7.515133698377856,0.7077374958059346,1,6,1,2,Python,Male,IT,2023,Placed,Oracle
S2046,John Davis,8.079315940911522,7.340989852247008,8.669587146077246,3.948269399604597,1.4272491588410288,0,4,1,0,C#,Male,ECE,2022,Placed,Oracle
S2047,Emma Brown,6.1647973737681685,4.8045577320453905,7.284282724790386,6.484592667993062,1.8214769559155597,3,3,1,0,C++,Male,ECE,2020,Placed,Oracle
S2048,David Johnson,5.12200390778269,4.118717511574464,8.35645351186697,7.130839062635603,1.4901340708645463,4,4,0,1,JavaScript,Female,ECE,2021,Placed,IBM
S2049,David Brown,9.350494369504649,4.578511406975835,10.318862143177139,5.775457781067658,0.9343141216905574,2,7,1,4,C#,Male,CS,2023,Placed,Facebook
S2050,Sarah Smith,5.106347054251936,3.3784863684277537,6.341069825742737,3.682533112048856,0.7855475794069635,0,3,0,1,C#,Male,ECE,2021,Not Placed,None
S2051,John Davis,9.373508363420997,2.847996448361198,4.743465101090376,5.183015150467523,1.118717002417314,4,3,3,3,Python,Female,EEE,2022,Placed,Oracle
S2052,Sarah Smith,7.6446856701360595,5.34735727803001,8.901453659880985,4.134675894669412,1.1765147689679485,4,6,2,3,JavaScript,Female,CS,2022,Placed,IBM
S2053,Emma Johnson,9.695338492564481,3.416803804608466,7.0323194244044425,2.2427540886472,0.5137868219742887,1,0,3,4,Java,Female,CS,2021,Not Placed,None
S2054,Mike Williams,8.993916178868327,3.587154984075251,6.807463897831335,2.7068098811315533,1.4120853899568404,1,6,3,4,Python,Male,ECE,2020,Not Placed,None
S2055,David Davis,9.989670552666688,6.910804571271013,5.528687105008412,2.8430510029512748,0.7707860389036837,0,1,3,4,JavaScript,Female,CS,2021,Not Placed,None
S2056,Sarah Miller,6.753559077258551,9.71683598529903,9.392333289265743,6.438462866736768,1.0158506841616644,4,4,1,0,C#,Male,IT,2021,Placed,Microsoft
S2057,John Brown,8.835941444655635,6.432734805034376,9.218595148692623,6.985322423387611,1.2602747912081635,1,3,1,0,C#,Female,IT,2023,Placed,Apple
S2058,Mike Jones,7.00965456804621,1.6928152035846966,5.249645785468935,4.273931985984161,1.1355352679907456,2,6,1,3,C++,Male,ECE,2023,Placed,Facebook
S2059,Jane Jones,7.399378101519544,1.680252524686603,6.990575895758144,6.888212902678355,1.266278547445697,2,6,2,4,Java,Male,EEE,2022,Not Placed,None
S2060,Lisa Jones,8.13752731609185,9.562808987610094,7.7863465281785125,8.553996154339291,1.3211743651194032,4,4,1,2,Python,Female,CS,2023,Placed,Google
S2061,Lisa Brown,9.368385570931693,3.6756171127660027,7.992452310831045,7.697599175674223,1.0776733425911553,1,4,0,3,C++,Male,ME,2020,Placed,Oracle
S2062,Jane Johnson,9.920417345996476,1.828602874742279,6.132431950917196,6.080360968193126,1.468729859627233,0,7,3,4,C++,Male,ECE,2020,Not Placed,None
S2063,Lisa Johnson,8.84136706932259,6.391401284353434,4.444923197329219,4.171192341616299,0.11016703650864218,0,3,2,2,Java,Male,CS,2020,Not Placed,None
S2064,David Smith,7.088833910836669,6.612839004612395,4.59405708110676,2.8043883340591065,0.42587609949664595,0,5,2,4,Python,Male,ECE,2022,Not Placed,None
S2065,Jane Brown,7.106785011385351,6.836543381068194,7.646447910995245,5.777881049074717,0.8644963892912447,2,7,2,1,Python,Female,ECE,2020,Placed,Microsoft
S2066,David Smith,8.687911507944458,3.4066182507178717,3.9323522258596713,4.798639912087982,0.6228239661267694,1,2,2,2,C#,Female,EEE,2020,Not Placed,None
S2067,Alex Wilson,6.1938857288415115,1.1359961579302753,3.1301388435480177,5.222906517906658,0.8180595363480659,1,1,2,1,Python,Female,ME,2023,Not Placed,None
S2068,Sarah Jones,5.5523705656569735,9.685138325090247,8.501004551140808,7.633459470707347,1.7271646771162512,2,1,0,0,C++,Male,CS,2022,Placed,Microsoft
S2069,Jane Wilson,6.773110788203883,3.2580374112199224,3.8494892071671023,3.9601937733704946,1.369288034946581,0,5,3,3,C#,Female,ECE,2021,Not Placed,None
S2070,Alex Johnson,6.436194958270409,7.084236592472927,4.730096387875296,3.324559192592662,0.30332263118846,0,0,2,4,Python,Female,ECE,2020,Not Placed,None
S2071,Emma Brown,6.48154060227995,7.3596688289083865,9.278951461106054,4.176445172596809,1.8144249069221692,4,7,3,3,Java,Male,CS,2023,Placed,Microsoft
S2072,Mike Jones,6.168038755249549,6.490066753715372,6.282535992218133,3.496827394460589,1.7053484582482206,3,5,1,4,C++,Female,ECE,2021,Placed,Apple
